#Description#
#FrameIndex, index_x, index_y, Features, Sammed Features, Correspondenz Pairs, Association Variance, Summed Maximal Value, Fixed Nodes, Rotation Angle#
24 0 0 0 0 0 0.02 -1 0 0 
25 0 0 0 0 0 0.02 -1 0 0 
25 0 0 0 0 0 0.02 -1 0 0 
27 0 0 0 0 0 0.02 -1 0 0 
27 0 0 0 0 0 0.02 -1 0 0 
29 0 0 0 0 0 0.02 -1 0 0 
30 0 0 0 0 0 0.02 -1 0 0 
31 0 0 0 0 0 0.02 -1 0 0 
31 0 0 0 0 0 0.02 -1 0 0 
32 0 0 0 0 0 0.02 -1 0 0 
34 0 0 0 0 0 0.02 -1 0 0 
34 0 0 0 0 0 0.02 -1 0 0 
35 0 0 0 0 0 0.02 -1 0 0 
36 0 0 0 0 0 0.02 -1 0 0 
37 0 0 0 0 0 0.02 -1 0 0 
38 0 0 0 0 0 0.02 -1 0 0 
39 0 0 0 0 0 0.02 -1 0 0 
40 0 0 0 0 0 0.02 -1 0 0 
42 0 0 0 0 0 0.02 -1 0 0 
42 0 0 0 0 0 0.02 -1 0 0 
43 0 0 0 0 0 0.02 -1 0 0 
44 0 0 0 0 0 0.02 -1 0 0 
46 98 164 8 8 0 0.02 -1 0 0 
47 100 163 7 7 7 0.014596 6.99972 0 1.34239 
48 99 162 7 7 7 0.02 6.99997 0 1.97887 
49 94 160 7 7 7 0.02 6.9658 0 1.40791 
50 96 161 8 8 8 0.02 7.87163 0 1.91406 
51 98 160 7 7 7 0.02 6.66465 0 2.42022 
52 96 159 8 8 7 0.02 6.9068 0 5.82106 
53 94 158 8 8 8 0.02 7.99412 0 2.15295 
54 96 156 7 7 7 0.011489 6.99992 0 3.6156 
55 95 155 7 7 7 0.0136703 7 0 3.3132 
56 92 153 8 8 7 0.0183997 7 0 2.66932 
57 91 151 8 8 8 0.02 7.99988 0 2.49389 
58 91 149 8 8 8 0.02 7.99971 0 1.62202 
59 90 146 8 8 8 0.02 7.99831 0 1.13285 
60 90 143 8 8 8 0.02 7.9953 0 1.76454 
61 90 141 8 8 8 0.0174575 7.99967 0 2.29732 
62 92 138 7 7 7 0.02 6.99877 0 1.51099 
63 90 134 9 9 7 0.0162188 6.77661 0 2.49357 
64 90 133 9 9 9 0.0146669 8.99634 0 0.724521 
65 85 133 7 7 6 0.0132848 6 0 1.64885 
66 88 130 8 8 7 0.016436 6.81158 0 0.801532 
67 89 129 8 8 6 0.0157081 6 0 0.633357 
68 86 127 7 7 7 0.0166321 7 0 1.55494 
69 89 124 8 8 7 0.0173432 6.99995 0 0.599027 
70 87 123 7 7 7 0.0184746 7 0 1.38151 
71 89 120 9 8 6 0.0144774 6 0 1.97133 
